about : 486次
25、【答案】[c] : 1次
【解析】主旨大意题。该题考察四个选项中哪个可作为文章最佳标题。文章从西班牙国王carlos退位事件切入，主要讨论当下欧洲君王制度所存在的问题，并非讨论查尔斯的事件，即可排除选项b“查尔斯—继位焦虑”和d“查尔斯—应对威胁缓慢”，而选项a“卡洛斯—荣辱并存” : 1次
和c“卡洛斯—欧洲君王们的前车之鉴”中，选项a属于细节信息，不能概括文章大意，选项c可概括，故为正确答案。另外，文章主题词monarch只有在选项c中出现，也可作为迅速解题的依据。 : 1次
26、【答案】[c] : 1次
【解析】这是一道事实细节题，根据题干关键词the : 1次
court回文定位到第一段的第二句话，“the : 1次
arrest”,一一比对选项，原文中的“police : 1次
warrant”与选项c : 1次
“check : 1次
authorized”是同义替换，其他选项均是无关选项。 : 1次
27、【答案】[a] : 1次
【解析】本题是观点态度题，考察作者的态度。根据题干关键词“california’s : 1次
argument”，可以定位到文章第四段第一句“they : 1次
argument…”。由第四段第一句话中的“discard(抛弃)”和“lame(没有说服力的)”可以看出作者对于california’s : 1次
是不支持的态度，因此选a。 : 1次
28、【答案】[a] : 1次
【解析】根据题干关键词the : 1次
believes和“exploring : 1次
to”可回文定位到文章第四段第三句“but : 1次
smartphone : 1次
home”，选项a语义与之一致，其中，getting : 1次
into与entering对应，one’s : 1次
residence与his : 1次
home对应，故a选项为正确答案。 : 1次
29、【答案】[c] : 1次
【解析】根据题干信息in : 1次
5and : 1次
6定位第5段第一句话“americans : 1次
privacy.及第6段最后一句话，...and : 1次
to.....，可推知作者的顾虑，因此答案为c. : 1次
30、【答案】[a] : 1次
【解析】这是一道例证题，根据题干关键词orin : 1次
kerr可以回文定位到文章最后一段。作者引用orin : 1次
kerr这个人的比较是为了说明相关的论点。分析最后一段结构可知，最后一段的第三句和第四句都是在阐述该例子本身，所以相关论点应该往前面找，即是第二句话，“new，disruptive : 1次
protection”,选项a与之同义替换，其中，be : 1次
implemented和applications对应，novel和flexibly对应。 : 1次
31、【答案】[b] : 1次
【解析】推理题。根据题干直接定位到第一段。解题关键在于第二句the : 1次
journals(该政策得到其他期刊类似的努力)the : 1次
policy指第一句the : 1次
(《科学》杂志把统计检查额外添加到它的同行评审过程中)，由此可直接推断出正确答案为[b] : 1次
(各大期刊正在加强统计数字检查)。选项[a]中simplify与原文语意不符，所以选项c、d属于无中生有。 : 1次
32、【答案】[c] : 1次
【解析】词义题。根据题干定位回第二段第三句manuscript : 1次
(杂志内部编辑将通过更多的审查来标记手稿)。文中运用代入法，把各选项代入句中替换，可知选项c : 1次
marked(标记)为正确答案。选项a : 1次
found(发现，找到)，选项b : 1次
revised(修改)，选项 : 1次
stored(存储)。 : 1次
33、【答案】[d] : 1次
【解析】细节题。根据题干关键词giovanni : 1次
parmigiani，the : 1次
sbore和may定位到第四段的最后一句“… : 1次
science。选项中的example是model的同义替换，others : 1次
journals是原文中a : 1次
places的同义替换。 : 1次
文章中出现了hopefully，表示作者积极的态度。选项a中的threat，选项b中的opposition分别表达负向消极的态度，所以错误。选项c : 1次
circulation(增加《科学》杂志的发行量)，文章并未提到，属于无中生有。 : 1次
34、【答案】[c] : 1次
【解析】细节题。由题干关键词david : 1次
vaux和science，可定位到第六段最后一句。vaux : 1次
(《科学》杂志把论文推给统计员审核有一些优点，但缺点是它依赖于审稿编委会首先需要确定审查的文件。) : 1次
选项a中workload，选项b. : 1次
reviewers和选项d中的foreseeable : 1次
future没有提到，属于无中生有。 : 1次
35、【答案】a : 1次
【解析】文章第一段由science将增加statistical : 1次
checks引出话题，接下来各段就此问题mcnutt, : 1次
parmigianni, : 1次
vaux提出各自的看法。文中statistical，papers反复提及，可知该词是文中核心词。选项b和选项d首先排除，偏离主题，statisticians仅在文中提及，非重点讨论内容;选项c与文中主题相差较大，因此排除。 : 1次
36、【答案】[a] : 1次
【解析】通过题干可以将此题锁定在前两段。第一段指出elisabeth谈到了“我们很多机构都面临着令人沮丧的正直感的丧失”。接下来第二句指出这种正直感的丧失是因为大家普遍认为社会中唯一的分类机制(sorting : 1次
mechanism)应该是利益和市场。而从第一段最后一句我们看出，她认为“应该是我们人类自己创造我们想要的社会，而不应该是利益”。可见，elisabeth很不认可目前的这种分类机制(sorting : 1次
mechanism)以及所造成的不良后果，这也正是她感到沮丧的原因。故a选项consequence : 1次
mechanism(目前这种分类机制的后果)是真正让她沮丧的原因。 : 1次
37、【答案】[b] : 1次
【解析】第三段第一句指出，andy : 1次
coulson因为参与手机黑客案件被裁定有罪，然而他的前任却被认定是无罪的。通过这一事件，作者得出由此造成的道德沦丧广泛问题依然存在(the : 1次
stands)。即仍然存在一些人没有被裁定有罪。接着文章指出了在新闻业中，已经有记者被认定非法侵入用户手机。而还有一些在等待审判(others : 1次
trial)，由此可以推出，将会有更多的记者因为涉及手机黑客案件而被裁定有罪。故正确答案为选项b。 : 1次
38、【答案】[c] : 1次
【解析】根据题干中的“defence”可以回文定位到文章第四段最后一句话。该句指出ms. : 1次
brooks辩护成功的关键在于她对这个事件一无所知(she : 1次
nothing)。而作者在该段第一句话中指出，道德丧失不仅体现在普遍存在的手机黑客这一事实上，更体现在一些审判案件所使用的条款上，其中最震惊的就是对ms. : 1次
brooks的审判。可见，作者对该案的审判持否定态度。因此，认为她的辩护是不可信的。故正确答案为c。 : 1次
39、【答案】[a] : 1次
(generally : 1次
values) : 1次
【解析】通过题干中的“collective : 1次
doctrine”可以直接定位到文中第五段第三行。该句指出“collective : 1次
doctrine”是社会的分类机制应该是利益。接下来可以看出，那些真正起作用的是那些表示利益的词“efficiency，flexibility，shareholder : 1次
value，business-friendly，wealth : 1次
generation…”，而表示公平、正义的词(justice，fairness，tolerance…)则被置于边缘。可见，这种教义(collective : 1次
doctrine)只关注利益，而忽略了公平与正义，这显然是一种扭曲的价值观。故a选项正确。 : 1次
40、【答案】[c] : 1次
【解析】这是一道开放式推理题。作者在最后一段前两句话指出，新闻报道的目的不是为了促进读者的理解，也不是为了追求公平或者违背人类共有的人性，而是通过追求发行量的影响率来破坏人们的生活。即文章从一开始指出的一个问题，为了追求利益而造成了正值感的丧失。从“ruin”一词可以看出，作者对新闻记者的这一行为持否定的态度。并且通过ms. : 1次
brooks女士的行为加以佐证。作者通过正话反说的方式，突出新闻报道过程中正值感的重要性。故正确答案为c，moral : 1次
newspaper(在新闻报道中，道德意识很重要)，其中moral : 1次
awareness和integrity是同义互换。 : 1次
41、【答案】[c] : 1次
idioms... : 1次
【解析】从首段疑问句可以看出文章主题围绕如何阅读来进行展开。41题空在段中间，需要看空处的前一句和后一句，前一句说的是要去理解单词的含义，并关注句法，而后一句说开始推测文章语境。所以可以推测出41题空处应该说的是单词语义和语境之间的联系，关键词就是words和context。纵览选项，只有c项符合语境和关键词要求，属同词复现，上下文语义逻辑关联。故正确答案选c。 : 1次
42、【答案】[e] : 1次
instance... : 1次
【解析】该题空在段末，需要看空处的前一句和下一段首句，前一句说的是我们通过作者给出的一些具体线索来理解含义，而下一段首句说通过这种方式表达，每个人的理解都会有所不同。所以可以推测出42空处内容要有关根据作者给的线索推测信息，而且可能会涉及不同的人有不同的理解，关键词是infer, : 1次
writer和each : 1次
reader。纵览选项，只有e项符合语境且出现inferences, : 1次
personal，属同义词复现。故正确答案选e。 : 1次
43、【答案】[g] : 1次
basis... : 1次
【解析】空格后出现明显的指代线索词such : 1次
material，所以空格内必定要出现相关的信息，浏览选项，g选项中textual : 1次
material，background与空后线索实现代词指代复现。而且g选项中的rather,与空前what : 1次
not...实现语义逻辑关联。确定此选项为正确答案。 : 1次
44、【答案】[b] : 1次
which... : 1次
【解析】空前的线索词为who : 1次
are，空后的线索为转折逻辑关系，意思是“但这并不会使得理解仅仅有关联或者毫无意义”，关键词为interpretation，relative，pointless，空格中需要出现与此相关联的词汇，浏览后面选项，b选项中出现原词interpretations，而且此选项中的gender, : 1次
class与空前线索词who : 1次
相对应。确定正确答案为此选项。 : 1次
45、【答案】[a] : 1次
respond... : 1次
【解析】空格在最后一段的中间，线索需要从空格前后寻找，空前为概括的句子，关键词为particular : 1次
interest,空后出现代词指代的线索，such : 1次
suggest,结合关键词可以得知空格所填的部分内容需要涉及到“阅读的兴趣以及阅读维度”，浏览选项，a选项提到的诸多问题正是有关读书的兴趣以及阅读的维度。因此确定a为正确选项。 : 1次
46、【参考译文】在多种强大的动机驱动下，这次(移民)运动在一片荒野上建立了一个国家，并且就本质而言，塑造了一个未知大陆的性格和命运。 : 1次
47、【参考译文】有两股主要力量形成了美国：一是欧洲民族带来的不同思想、风俗和民族特征，二是这个新国家在改变这些特征之后造成的影响。 : 1次
48、【参考译文】但是，美国特有的地理条件、不同种族间的相互影响、以及在这片蛮荒的新大陆上维持旧秩序的万分艰难，带来了巨大的变化。 : 1次
49、【参考译文】十五、十六世纪的探索发现了北美洲，又过了一百多年，第一艘满载移民的航船跨过大西洋驶向这片土地，即现在的美国。 : 1次
50、【参考译文】原始森林树木种类繁多，是一座真正的宝库，从缅因州向南一直延伸至乔治亚州。 : 1次
conductive : 1次
nephews : 1次
legacy. : 1次
discloses : 1次
“money-first” : 1次
heartlessness : 1次
tutors : 1次
pains, : 1次
gains”. : 1次
unfolded : 1次
elaborately : 1次
scene: : 1次
feast. : 1次
phones, : 1次
a“dinner : 1次
era.” : 1次
wide-spreading : 1次
society—too : 1次
stepped : 1次
telecommunication. : 1次
circumstance, : 1次
side-effect : 1次
technology: : 1次
specific, : 1次
subways, : 1次
pads : 1次
recreation, : 1次
novels, : 1次
videos : 1次
surfing : 1次
evidently, : 1次
how? : 1次
campuses, : 1次
2014年全国硕士研究生入学统一考试英语试题 : 1次
sheet.(10 : 1次
___1___ : 1次
acquaintance’s : 1次
___2___, : 1次
“senior : 1次
moments.” : 1次
innocent, : 1次
(n) : 1次
professional, : 1次
___5___. : 1次
neuroscientists, : 1次
___7___ : 1次
___8___. : 1次
___9___ : 1次
extent, : 1次
___10___ : 1次
inherited. : 1次
___11___, : 1次
___12___ : 1次
___13___ : 1次
“brain : 1次
program” : 1次
___14___. : 1次
___15___ : 1次
___16___ : 1次
___17___ : 1次
___18___modifies : 1次
___19___ : 1次
developing—much : 1次
___20___exercise : 1次
1.[a]where : 1次
[b]when : 1次
[c]that : 1次
[d]why : 1次
[a]improves : 1次
[b]fades : 1次
[c]recovers : 1次
[d]collapses : 1次
[a]if : 1次
[b]unless : 1次
[d]while : 1次
[a]uneven : 1次
[b]limited : 1次
[c]damaging : 1次
[d]obscure : 1次
[a]wellbeing : 1次
[b]environment : 1次
[c]relationship : 1次
[d]outlook : 1次
[a]turns : 1次
[b]finds : 1次
[c]points : 1次
[d]figures : 1次
[a]roundabouts : 1次
[c]workouts : 1次
[d]associations : 1次
[a]genre : 1次
[b]functions : 1次
[c]circumstances : 1次
[d]criterion : 1次
[a]channel : 1次
[b]condition : 1次
[c]sequence : 1次
[d]process : 1次
[a]persist : 1次
[b]believe : 1次
[c]excel : 1次
[d]feature : 1次
[a]according : 1次
[b]regardless : 1次
[c]apart : 1次
[d]instead : 1次
[a]back : 1次
[b]further : 1次
[c]aside : 1次
[d]around : 1次
[a]sharpness : 1次
[b]stability : 1次
[c]framework : 1次
[d]flexibility : 1次
[a]forces : 1次
[b]reminds : 1次
[c]hurries : 1次
[d]allows : 1次
[a]hold : 1次
[b]track : 1次
[c]order : 1次
[d]pace : 1次
[b]with : 1次
[c]for : 1次
[d]on : 1次
[a]irregularly : 1次
[b]habitually : 1次
[c]constantly : 1次
[d]unusually : 1次
[a]carry : 1次
[b]put : 1次
[c]build : 1次
[d]take : 1次
[a]risky : 1次
[b]effective : 1次
[c]idle : 1次
[d]familiar : 1次
“change : 1次
better” : 1次
“dependency” : 1次
osborne, : 1次
“upfront : 1次
search” : 1次
scheme. : 1次
cv, : 1次
fortnightly. : 1次
reasonable? : 1次
reasonableness : 1次
followed. : 1次
seven-day : 1次
jobseeker’s : 1次
on.” : 1次
claimed. : 1次
faster.” : 1次
really? : 1次
“reforms” : 1次
indulgent : 1次
subsidises : 1次
zeal : 1次
“fundamental : 1次
fairness”— : 1次
taxpayer, : 1次
deserving : 1次
claimants : 1次
hurting: : 1次
heart, : 1次
doubling : 1次
terrifying, : 1次
always: : 1次
osborneland, : 1次
falsehood. : 1次
ever-tougher : 1次
insure : 1次
happens. : 1次
“jobseeker’s : 1次
allowance” : 1次
redefining : 1次
“jobseeker” : 1次
contributions. : 1次
claimant : 1次
time-limited : 1次
“allowance,” : 1次
entitlement : 1次
insurance, : 1次
￡71.70 : 1次
[a]provide : 1次
[b]encourage : 1次
[c]motivate : 1次
voluntarily. : 1次
[d]guarantee : 1次
phrase, : 1次
jobcentre. : 1次
[c]to : 1次
[d]to : 1次
job-training : 1次
scheme? : 1次
[b]an : 1次
unemployed. : 1次
claimants. : 1次
[a]uneasy : 1次
[b]enraged. : 1次
[c]insulted. : 1次
[d]guilty. : 1次
indulges : 1次
[b]osborne’s : 1次
[d]unemployment : 1次
conditional. : 1次
profession—with : 1次
big-firm : 1次
nuisance-lawsuit : 1次
filer : 1次
nightmare. : 1次
fearsomely : 1次
hard. : 1次
third. : 1次
slow. : 1次
profession, : 1次
ethically. : 1次
liberalizing : 1次
professions. : 1次
26.a : 1次
clients. : 1次
27.which : 1次
states? : 1次
[a]higher : 1次
[b]admissions : 1次
[c]pursuing : 1次
[d]receiving : 1次
28.hindrance : 1次
originates : 1次
[a]lawyers’ : 1次
clients’ : 1次
resistance. : 1次
stem : 1次
[d]non-professionals’ : 1次
“restrictive”partly : 1次
[a]bans : 1次
[b]keeps : 1次
law-firm : 1次
shares. : 1次
[c]aggravates : 1次
[d]prevents : 1次
30.in : 1次
[a]flawed : 1次
us$3-million : 1次
polyakov : 1次
march. : 1次
type. : 1次
discusses, : 1次
telephone-number-sized : 1次
entrepreneurs. : 1次
like? : 1次
feature. : 1次
upstart : 1次
prestige : 1次
nobels, : 1次
self-promotion : 1次
distort : 1次
peer-review-led : 1次
cement : 1次
perpetuate : 1次
lone : 1次
prize-givers : 1次
prizes—both : 1次
old—are : 1次
distributed. : 1次
include. : 1次
foundation’s : 1次
outgrown : 1次
research—as : 1次
boson. : 1次
nobels : 1次
intention, : 1次
legitimacy. : 1次
awards, : 1次
mechanism—that : 1次
all—but : 1次
prize-givers’ : 1次
please. : 1次
grace. : 1次
entrepreneurs’ : 1次
replacement : 1次
investments. : 1次
profit-oriented : 1次
awards. : 1次
[d]peer-review-led : 1次
boson : 1次
[a]controversies : 1次
recipients’ : 1次
[c]legitimate : 1次
4,which : 1次
nobels? : 1次
honor. : 1次
[d]history : 1次
35.the : 1次
[a]acceptable : 1次
[b]harmful : 1次
[c]subject : 1次
[d]unworthy : 1次
matter,” : 1次
just-released : 1次
(aaas), : 1次
affirming : 1次
“federal, : 1次
others” : 1次
“maintain : 1次
commission’s : 1次
top-tier-university : 1次
presidents, : 1次
diplomacy, : 1次
filmmaking, : 1次
admirable. : 1次
presupposes : 1次
citizenry, : 1次
literacy; : 1次
government; : 1次
crafting : 1次
curricula : 1次
matter" : 1次
publicizing : 1次
“progressive,” : 1次
left-liberal : 1次
propaganda. : 1次
self-reliance—as : 1次
breadth : 1次
illuminate. : 1次
appreciative : 1次
safeguard : 1次
individuals’ : 1次
observable—for : 1次
parthenon : 1次
pyramids : 1次
giza : 1次
egypt; : 1次
megaliths : 1次
stonehenge : 1次
searching, : 1次
olduvai : 1次
gorge, : 1次
hominid : 1次
tanzania, : 1次
butterfly : 1次
1911. : 1次
aztec : 1次
artifacts : 1次
rene : 1次
cowgill : 1次
mapping : 1次
teotihuacan : 1次
600, : 1次
mapped : 1次
ornate : 1次
ceremonial : 1次
simpler : 1次
complexes : 1次
lived. : 1次
ground? : 1次
(make : 1次
excavations : 1次
on) : 1次
excavation : 1次
landscapes. : 1次
maya : 1次
copan, : 1次
honduras, : 1次
dwellings : 1次
foot. : 1次
850, : 1次
copan : 1次
high-technology : 1次
airplanes : 1次
spacecraft, : 1次
digging. : 1次
features, : 1次
fields. : 1次
searches : 1次
egyptian : 1次
pharaoh : 1次
tutankhamun : 1次
sifted : 1次
rubble : 1次
1922. : 1次
1800s : 1次
arthur : 1次
evan : 1次
combed : 1次
antique : 1次
dealers’ : 1次
greece. : 1次
engraved : 1次
seals : 1次
mycenaean : 1次
1400s : 1次
1200s : 1次
bc. : 1次
evans’s : 1次
engravings : 1次
minoan : 1次
knossos : 1次
(knossós) : 1次
crete, : 1次
1900. : 1次
pinpoint : 1次
digs : 1次
successful. : 1次
walking, : 1次
fragments : 1次
pottery. : 1次
landscape. : 1次
radar, : 1次
magnetic-field : 1次
recording, : 1次
metal : 1次
detectors. : 1次
three-dimensional : 1次
excavations, : 1次
illustrating : 1次
look, : 1次
→42. : 1次
→43. : 1次
poetic, : 1次
philosophical, : 1次
sensual, : 1次
mathematical, : 1次
must, : 1次
being. : 1次
metaphysical; : 1次
physical: : 1次
coexistence : 1次
metaphysical : 1次
(46)it : 1次
compositions. : 1次
structure. : 1次
continuity. : 1次
disconnected, : 1次
sonata. : 1次
expression, : 1次
restrained : 1次
convention. : 1次
(47)by : 1次
performer : 1次
(48)beethoven’s : 1次
crescendo : 1次
broadest : 1次
(49)especially : 1次
chaos : 1次
imperative : 1次
plague : 1次
existence; : 1次
elevation. : 1次
funeral : 1次
eroica : 1次
symphony, : 1次
(50)one : 1次
sheet(20 : 1次
2014年考研英语真题答案详解 : 1次
上下文语义和连词辨析 : 1次
本题考查连词。根据上下文意思，首先可以排除[b][c][d]。这句话中 : 1次
引导一个状语语从句，主要是说记不清把钥匙放在哪里了。 : 1次
"senior : 1次
moments这句话的意思是“由于大脑 : 1次
我们称这些现象为“瞬间性老年痴呆”，由此可以排除[a] : 1次
[c]。[d]collapse意为：使倒塌，使崩溃，不符合题意。fades考察熟词僻意，通常意思为褪色，逝去。还有衰老的意思，这里就考察是衰老的意思。从前文可以看出，文章讲的是随着年龄增长，大脑衰老。所以选[b] : 1次
表示假设“如果”。[b] : 1次
“除非，如果不”。[c]once : 1次
“一旦”。[d]while，“虽然，然而”表转折。这句话的意思是虽然表面上看起来没什么，但是危害很大，前后位转折关系，所以选d。 : 1次
这四个选项均为形容词，[a] : 1次
表示“不均匀”， : 1次
表示“有限的”， : 1次
表示“有破坏性的，损坏的”， : 1次
表示“模糊的，晦涩的”。这句话意思是这种精神能量的缺失会给我们带来……的影响。根据上下文的意思，可以排除 : 1次
[d]。而“有限的影响”显然不足以表达危害的严重性，故可以排除[b] : 1次
选项。[c] : 1次
“带来有害的影响”最符合作者意图。 : 1次
本句话含义是这种精神能量的缺失会给我们的职业、社交还有个人……带来有害的影响。[a] : 1次
“幸福”。[b]environment : 1次
“环境”。[c] : 1次
“关系”。[d] : 1次
“展望”。and连接若干名词，这些名词应该为同一类，职业、社交都是和个人相关，排除[b] : 1次
和[d]，[c] : 1次
relationship就是social的意思，不能重复，选择[a]，个人幸福。 : 1次
固定搭配 : 1次
“原来，其实” : 1次
。[b]it : 1次
that“本文发现”。[c] : 1次
outthat“指出”。[d] : 1次
that“本文发现”。it代表神经科学，这句话的意思是越来越多的精神学家们都表示，大脑其实跟肌肉一样需要练习运动。这里给出的是神经科学的结论，因此选择itturns : 1次
roundabouts迂回路线。[b]responses回应。[c]workouts锻炼，练习。[d]associations协会。[c]workouts锻炼，练习与前文出现的exercise都有“锻炼，练习”的意思，近义词复现，所以选[c] : 1次
这四个选项均为名词。[a]genre类型，种类。[b]functions功能。[c]circumstances情况，环境。[d]criterion批评判断的标准、准则。这句话的意思是正确的智力运动能极大地提高我们最基本的认知功能，根据语义，选择[b]functions功能。 : 1次
channel通道，频道。[b]condition条件。[c]sequence顺序，序列。[d]process过程，步骤。根据常识，思考是一个过程，并且通过脑神经相互接触来完成，其他选项表示渠道、序列、条件，均不符合常识。因此正确答案是表示过程的[d]选项。这句话的意思是思考是大脑神经连接必要的过程。 : 1次
这四个选项均为动词。[a] : 1次
persist坚持。[b] : 1次
believe相信。[c] : 1次
excel超过。[d] : 1次
feature特色。本句句意，在某种程度来讲，我们在进行神经连接(直接影响人的聪明程度)方面的特殊能力是与生俱来的。excel : 1次
有超过擅长的意思，表示在某个方面出众，放在此处符合题意，因此正确答案为[b]。 : 1次
本题需要的是一个副词，而且位于句首，因此考察的是句关系。通过前后句意义来定答案，前一句强调的是智力是与生俱来的(inherited)，而后一句则认为是可以通过脑力活动(mentaleffort)会有所波动，两句意义明显相反，故正确答案为[d] : 1次
however。 : 1次
上下文语义和短语辨析 : 1次
本题并不难，可以理解为：智力可以……脑力活动得到提升或出现波动。 : 1次
[b]regardlessof : 1次
“不管，不顾”不合逻辑。[c]apart : 1次
from“除……之外”也不合适。[d]instead : 1次
“代替”明显不符。故[a]为正确答案。 : 1次
本题考察的是固定搭配：take : 1次
……，能搭配只有a和c，分别指“采取进一步措施”和“让到一边去”，无论从逻辑上还是从句意上都是a符合。 : 1次
本题考察的是动宾搭配：improve : 1次
sb’s : 1次
……，再根据前文一直在讲如何提高“智力”，因此可以排除a(模式)和b(稳定性)，c(灵活性)和d(锋利性，尖锐性)容易混淆，c有一定的干扰性，但双比之下，d更契合前文，故选d。 : 1次
空格所在句的意思是说这个网络课程可以_____系统地改善你的记忆力和注意力。而且此处需要填入的动词需要与to进行搭配。根据搭配关系直接排除a,b。本文的主题介绍的是使人聪明的脑力锻炼法，感情色彩是中性的，此处的d选项force排除，所以最恰当的是d。 : 1次
空格所在句的意思是说这个培训课程还可以_____学习进度，并且给予详尽的信息反馈。根据语境，空格缺少的词汇意义为跟踪学习进度，分析四个选项，直接排除a : 1次
order; : 1次
辨析b,d两个选项，与d选项的pace搭配的介词应该为with，即，keep : 1次
with，所以排除，b选项为正确答案，keep : 1次
意思为跟踪。 : 1次
上下文语义和介词 : 1次
本题考查介词，根据空格前后语境，空格所缺少的介词意义为关于你的表现作出详细的反馈，四个选项中只有d有关于的意思。 : 1次
空格所在句的意思是说更加重要的是，它会_____调整并升级有关训练游戏。通过前后句的语境，所用词汇均为褒义词，所以，从感情色彩方面可以排除a，b习惯性的主语应该为人，直接排除。b经常的，d异乎寻常的代入，发现c比较符合题意。 : 1次
空格所在句的意思是说它会经常调整并升级有关训练游戏，以促进脑力的不断____。本题所缺少的动词需要与介词on : 1次
搭配，a : 1次
穿上，增加;b : 1次
执行;c : 1次
在……基础上增加，构建;d : 1次
呈现;代入空格发现只有c适合，a,b,d都不与空格后面的development相搭配。 : 1次
本题涉及的是一个含不定式作后定的句子，所缺词汇为形容词修饰exercise : 1次
routine，根据前后情感一致的逻辑，通过后面的不定式中的关键词increase寺和vary : 1次
use等信息反推所需词汇为正向词汇，直接排除a和b，d是中性，只有c(有效的)符合逻辑，故为正确答案。 : 1次
真题解析：文章概括：政府大臣grorge : 1次
osbome提出了一个项目帮助失业的人找工作。 : 1次
21、【答案】[b]encourage : 1次
【解析】细节题。本道题的关键是intended : 1次
to问的是目的，所以我们也应该去寻找体现目的性的词汇，所以在首段首句看到了in : 1次
,则后面的内容即为本题答案，结合后面找工作的内容则选择b选项。 : 1次
22．【答案】[c]to : 1次
【解析】词义句意题。先根据题干定位到第二段第三行，to : 1次
on前面有一个很明显的not，则我们可以推知，这一定是前面的反义，我们只要读懂前面半部分就可以了，前面说应该spend : 1次
work，正好和a选项相符，所以我们只要选择一个相反的选项即可，则选择c选项。 : 1次
【答案】[a]a : 1次
【解析】细节题。本道题的关键是题目中的prompted和chancellor，根据chancellor能定位到二段第五行，再向下寻找则可发现motivate和prompt是对应的，所以看本句即可发现和a选项是对应的。 : 1次
24.【答案】[a]uneasy. : 1次
【解析】细节题。本道题根据unemployed回到文中定位在第三段的最后一句，没有感觉相关内容，所以需要向前找答案，再根据本段第一句话中的losing : 1次
job即可判定答案在第二句，因此选择a选项。另我们会发现bcd三个选项趋于强烈和负面，所以，我们选择a选项。 : 1次
25.【答案】[b]osborne’s : 1次
【解析】本题题根据选项定位。a选项根据大写字母the : 1次
system定位到最后一段的第三句，原文是“no : 1次
longer”，选项与原文反向干扰。b选项根据osborne’s : 1次
定位到第一段第二句，可以得出该项目可减少失业危险，所以b为正确答案。c选项根据题干“the : 1次
allowance”定位到最后一段倒数第二句，该句提到“no : 1次
right”，恰与c选项表意相反，所以c是反向干扰。d选项根据题干“conditional”定位到最后一段最后一句，其中只提到“conditional : 1次
job…”，并没有要说以后应该怎样，所以属于无中生有。 : 1次
26.【答案】[d]the : 1次
【解析】该题是因果细节题，考察细节。首先，根据段落定位原则模糊定位，定位到前几段。其次，再精确定位，题干中有关键词“students”“law”“profession”，回到原文寻找相关信息。第一段未发现相关信息，然后到第二段看到“the : 1次
schools.”与题干有重合之处，选项d是该句的同义替换。a、b、c三个选项根据原文个别词汇“clients”“inflation”“big-firm”等进行干扰。注意，第一段的but是个假转折词，并非答案处。 : 1次
27.【答案】[c]pursuing : 1次
【解析】该题是细节题，考察细节。首先根据段落定位原则定位到第三段。其次，根据题干关键词“the : 1次
education”精确定位到第三段第二句话“one : 1次
education.”问题是“which : 1次
education”，因此定位句的下一句就是答案，即“there : 1次
accredited : 1次
exam.”分析选项可知，选项c恰当概况了该句子的涵义。a选项利用三段末尾的“this : 1次
debts.”进行干扰。b选项无中生有。d选项根据四段最后一句出现的“training”个别词汇进行干扰。 : 1次
28.【答案】[b]the : 1次
【解析】该题是原因细节题，问来源。首先段落定位原则定位到第四段。其次，根据题干关键词“the : 1次
system”定位到第二句“sensible : 1次
them.”选项b即为该句的同义替换。 : 1次
【答案】[a]bans : 1次
【解析】该题为因果细节题，问原因。根据段落定位原则定位至倒数第二段。其次，题干中出现“the : 1次
structure”，精确定位到第二句“except : 1次
slow.”此外，在该段最后一句提到“…keeping : 1次
ethically.”从而可以得出答案选a。 : 1次
30.【答案】[c]a : 1次
【解析】该题为文章主旨题，考察文章中心。该篇文章属于问题解决型文章，前5段均在说美国法律职业存在的问题，最后一段提出了解决措施“allowing : 1次
efficiency.”。因此，该篇属于问题解决型文章，选c。其他几个选项均为文中的个别细节，以偏概全。 : 1次
真题解析： : 1次
文章主题及背景知识：此篇阅读的主题内容为“基础物理学奖”，如果对于这一背景信息有所了解，这篇文章便可轻松看懂，做题更是十拿九稳!与2013年相比，2014考研阅读文章同样注重时效性，text3便是反应了2013年3月份的一次实时事件：基础物理学基金会于3月20日晚在瑞士日内瓦揭晓了2013年基础物理学奖!所以2015考研的同学们一定要多多关注社会热点话题，拓展视野，丰富自己的文化背景知识，这样才能取得事半功倍的效果! : 1次
文章讲到的是关于和诺贝尔奖一样的奖金丰厚的奖项出现，这些奖项就是由一些网络的公司或者是一些新贵们他们得出这样大量的钱，当然会遭出一些批评，这些奖项还是没法和诺贝尔奖相比的，阶级是没法改变的，名望是没法购买的。当然这一系列的东西，在前三段当中谈到之后，到了最后一段，作者表明他的观点，纵然这些对科学家的奖励在奖项上存在着一些瑕疵，存在着一些不合理的地方。但是对于科学家来说，有人给你钱支持你的研究，终归是好的。也就是说从31到35题基本上没有难题，也没有可以去争议的，也是既所得的文章。 : 1次
31.【答案】[a]a : 1次
entrepreneurs’s : 1次
【解析】细节题。根据题干中的fundamental : 1次
prize可以定位到第一段，但除此之外就没有其他细节提示信息了，所以我们只能根据几个选项去定位，分别根据选项中的entrepreneurs、nobel : 1次
prize、investment、reward去定位，在第一段末句找到了与a选项相一致的句子，则判定a选项正确。 : 1次
32.【答案】[b]the : 1次
award. : 1次
细节题。根据题干中的critics定位到第三段，可知第二段没有出题，从第三段第二句可以得出本道题的正确选项，who : 1次
research即为b选项中的the : 1次
founders。 : 1次
33.【答案】[d]the : 1次
细节题。本道题如果从题干中看更像是例证题，但题目中说道the : 1次
involves即问例子本身，所以为一道细节题。我们在第四段倒数第三句中找到了higgs : 1次
